year,showname,potentialgross,difference,averageticket,seatssold,seatsintheater,previews,cap,diffcap
04-05-2014,If/Then,1290160.0,-76569.0,103.92,8928,1311,8,85.13,-7.83
04-05-2014,Jersey Boys,1146588.0,-100414.0,97.34,7189,1228,8,73.18,-10.83
04-05-2014,Kinky Boots,1486772.0,-42280.0,135.38,10914,1424,8,95.8,-3.39
04-05-2014,Lady Day at Emerson's Bar and Grill,623450.0,1715.0,109.15,4496,682,7,94.18,-0.16
04-05-2014,Les Misérables,1344604.0,-177543.0,106.52,10148,1409,8,90.03,-8.44
04-05-2014,Mamma Mia!,1121208.0,-79330.0,89.75,8502,1166,8,91.14,-6.45
04-05-2014,Matilda The Musical,1274820.0,-328393.0,90.77,10186,1432,8,88.91,-11.62
04-05-2014,Mothers and Sons,767440.0,-20026.0,63.04,2743,802,8,42.75,-7.28
04-05-2014,Motown The Musical,1417100.0,-79461.0,104.94,10710,1507,8,88.84,-6.44
04-05-2014,Newsies,948214.0,-235791.0,71.77,8038,1185,8,84.79,-12.59
04-05-2014,Of Mice and Men,943977.0,-33838.0,104.06,8303,1073,8,96.73,-2.93
04-05-2014,Once,1012778.0,-129982.0,84.93,5179,1059,8,61.13,-18.53
04-05-2014,Pippin,1049036.0,-143508.0,94.55,5698,990,8,71.94,-17.24
04-05-2014,Rock of Ages,535999.0,-25601.0,82.64,4046,583,8,86.75,-4.97
04-05-2014,Rocky,1259092.0,-76001.0,87.93,8051,1516,8,66.38,-6.22
04-05-2014,The Book of Mormon,1390976.0,-42309.0,186.55,8747,1066,8,102.57,-0.06
04-05-2014,The Bridges of Madison County,1022892.0,-64998.0,60.68,4729,1019,8,58.01,-2.37
04-05-2014,The Cripple of Inishmaan,970200.0,-86035.0,86.87,5682,1073,8,66.19,-21.59
04-05-2014,The Lion King,1968462.0,-203644.0,142.63,13602,1700,8,100.02,0.0
04-05-2014,The Phantom of the Opera,1372931.0,-129123.0,84.19,11739,1605,8,91.43,8.26
04-05-2014,The Realistic Joneses,716608.0,-14219.0,96.75,6256,872,8,89.68,-2.89
04-05-2014,The Velocity of Autumn,741696.0,45812.0,27.43,4752,759,8,78.26,11.23
04-05-2014,Violet,771400.0,-57612.0,75.43,4020,734,8,68.46,-17.06
04-05-2014,Wicked,1681127.0,-342639.0,116.17,14910,1913,8,97.43,-1.52
11-05-2014,A Gentleman's Guide to Love and Murder,892240.0,83180.0,93.91,7065,907,8,97.37,4.07
11-05-2014,A Raisin in the Sun,1093160.0,-6102.0,141.58,8368,1046,8,100.0,0.0
11-05-2014,Act One,1085920.0,35078.0,73.96,5867,1084,8,67.65,1.98
11-05-2014,After Midnight,995336.0,135410.0,87.88,7493,1036,8,90.41,11.86
11-05-2014,Aladdin,1280032.0,-4777.0,85.04,13782,1723,8,99.99,0.0
11-05-2014,All The Way,1026180.0,-185775.0,116.33,7120,1422,6,83.45,2.78
11-05-2014,Beautiful: The Carole King Musical,1132760.0,51056.0,131.7,8259,1026,8,100.62,1.57
11-05-2014,Bullets Over Broadway,1516040.0,2788.0,90.91,10481,1630,8,80.38,1.81
11-05-2014,Cabaret,977240.0,155270.0,110.65,7083,887,8,99.82,1.07
11-05-2014,Casa Valentina,539971.0,-26269.0,56.64,4409,644,8,85.58,-0.39
11-05-2014,Chicago,994068.0,-7632.0,82.47,7244,1080,8,83.84,0.46
11-05-2014,Cinderella,1613840.0,106356.0,77.82,9536,1751,8,68.08,8.07
11-05-2014,Hedwig and the Angry Inch,834413.0,-21486.0,134.81,7210,1007,7,102.28,-0.08
11-05-2014,If/Then,1290160.0,73988.0,106.48,9408,1311,8,89.7,4.57
11-05-2014,Jersey Boys,1146588.0,45041.0,100.17,7436,1228,8,75.69,2.51
11-05-2014,Kinky Boots,718344.0,-808892.0,121.05,5524,1424,4,96.98,1.18
11-05-2014,Lady Day at Emerson's Bar and Grill,623450.0,37288.0,113.21,4664,682,7,97.7,3.52
11-05-2014,Les Misérables,1344604.0,-31915.0,104.62,10028,1409,8,88.96,-1.07
11-05-2014,Mamma Mia!,1121208.0,-66519.0,88.38,7881,1166,8,84.49,-6.65
11-05-2014,Matilda The Musical,1274820.0,-9080.0,89.61,10217,1432,8,89.18,0.27
11-05-2014,Mothers and Sons,767440.0,30763.0,63.77,3194,802,8,49.78,7.03
11-05-2014,Motown The Musical,1417100.0,35468.0,105.1,11032,1507,8,91.51,2.67
11-05-2014,Newsies,916336.0,15842.0,72.89,8132,1185,8,85.78,0.99
11-05-2014,Of Mice and Men,943977.0,-11346.0,104.55,8156,1073,8,95.01,-1.72
11-05-2014,Once,928638.0,29590.0,87.44,5369,1059,8,63.37,2.24
11-05-2014,Pippin,1049036.0,76280.0,90.65,6784,990,8,85.66,13.72
11-05-2014,Rock of Ages,535999.0,-24043.0,83.85,3701,583,8,79.35,-7.4
11-05-2014,Rocky,1259092.0,34036.0,84.36,8795,1516,8,72.52,6.14
11-05-2014,The Book of Mormon,1390976.0,35781.0,190.53,8752,1066,8,102.63,0.06
11-05-2014,The Bridges of Madison County,1022892.0,106038.0,63.17,6221,1019,8,76.31,18.3
11-05-2014,The Cripple of Inishmaan,970200.0,77998.0,90.6,6309,1073,8,73.5,7.31
11-05-2014,The Lion King,1770457.0,-246553.0,142.27,11904,1700,7,100.03,0.01
11-05-2014,The Phantom of the Opera,1372931.0,-105766.0,81.07,10886,1605,8,84.78,-6.65
11-05-2014,The Realistic Joneses,716608.0,-36246.0,94.12,6046,872,8,86.67,-3.01
11-05-2014,Violet,771400.0,57606.0,71.97,5014,734,8,85.39,16.93
11-05-2014,Wicked,1681127.0,4207.0,118.03,14711,1898,8,96.88,-0.55
18-05-2014,A Gentleman's Guide to Love and Murder,892240.0,-7439.0,90.35,7261,907,8,100.07,2.7
18-05-2014,A Raisin in the Sun,1093160.0,-1764.0,141.37,8368,1046,8,100.0,0.0
18-05-2014,Act One,1085920.0,20418.0,71.56,6349,1084,8,73.21,5.56
18-05-2014,After Midnight,995336.0,-102833.0,78.3,7096,1036,8,85.62,-4.79
18-05-2014,Aladdin,1361728.0,-34895.0,82.47,13788,1723,8,100.03,0.04
18-05-2014,All The Way,1368240.0,217564.0,115.45,9059,1422,8,79.63,-3.82
18-05-2014,Beautiful: The Carole King Musical,1178736.0,-24383.0,128.54,8272,1026,8,100.78,0.16
18-05-2014,Bullets Over Broadway,1516040.0,-27466.0,91.89,10071,1630,8,77.23,-3.15
18-05-2014,Cabaret,977240.0,-47984.0,107.93,6817,887,8,96.07,-3.75
18-05-2014,Casa Valentina,586096.0,23065.0,65.36,4174,644,8,81.02,-4.56
18-05-2014,Chicago,994068.0,-60940.0,86.1,6231,1080,8,72.12,-11.72
18-05-2014,Cinderella,1613840.0,-28473.0,75.75,9420,1751,8,67.25,-0.83
18-05-2014,Hedwig and the Angry Inch,834413.0,11218.0,136.29,7214,1007,7,102.34,0.06
18-05-2014,If/Then,1290160.0,-189090.0,95.09,8547,1311,8,81.49,-8.21
18-05-2014,Jersey Boys,1146588.0,31305.0,99.4,7808,1228,8,79.48,3.79
18-05-2014,Kinky Boots,1486772.0,846096.0,133.97,11307,1424,8,99.25,2.27
18-05-2014,Lady Day at Emerson's Bar and Grill,623450.0,12492.0,115.1,4696,682,7,98.37,0.67
18-05-2014,Les Misérables,1344604.0,74009.0,104.98,10698,1409,8,94.91,5.95
18-05-2014,Mamma Mia!,1121208.0,-28642.0,85.8,7784,1166,8,83.45,-1.04
18-05-2014,Matilda The Musical,1274820.0,14642.0,89.41,10404,1432,8,90.82,1.64
18-05-2014,Mothers and Sons,767440.0,-4754.0,70.67,2815,802,8,43.87,-5.91
18-05-2014,Motown The Musical,1417100.0,-34539.0,103.64,10854,1507,8,90.03,-1.48
18-05-2014,Newsies,948214.0,-4410.0,72.77,8084,1185,8,85.27,-0.51
18-05-2014,Of Mice and Men,943977.0,23103.0,103.48,8463,1073,8,98.59,3.58
18-05-2014,Once,928638.0,21557.0,84.93,5781,1059,8,68.24,4.87
18-05-2014,Pippin,1049036.0,-16910.0,89.48,6684,990,8,84.39,-1.27
18-05-2014,Rock of Ages,535999.0,20277.0,81.73,4045,583,8,86.73,7.38
18-05-2014,Rocky,1263088.0,598.0,81.61,9098,1516,8,75.02,2.5
18-05-2014,The Book of Mormon,1390976.0,5741.0,191.19,8752,1066,8,102.63,0.0
18-05-2014,The Bridges of Madison County,1022892.0,197805.0,73.71,8015,1019,8,98.32,22.01
18-05-2014,The Cripple of Inishmaan,970200.0,-7699.0,86.57,6514,1073,8,75.89,2.39
18-05-2014,The Lion King,2050199.0,202906.0,140.17,13530,1700,8,99.49,-0.54
18-05-2014,The Phantom of the Opera,1372931.0,80368.0,82.61,11656,1605,8,90.78,6.0
18-05-2014,The Realistic Joneses,716608.0,21336.0,92.83,6360,872,8,91.17,4.5
18-05-2014,Violet,771400.0,42199.0,77.12,5226,734,8,89.0,3.61
18-05-2014,Wicked,1681127.0,18901.0,116.73,15036,1928,8,97.48,0.6
25-05-2014,A Gentleman's Guide to Love and Murder,892240.0,64973.0,98.19,7343,907,8,101.2,1.13
25-05-2014,A Raisin in the Sun,1093160.0,15940.0,143.28,8368,1046,8,100.0,0.0
25-05-2014,Act One,1085920.0,3806.0,72.87,6287,1084,8,72.5,-0.71
25-05-2014,After Midnight,995336.0,19059.0,83.35,6895,1036,8,83.19,-2.43
25-05-2014,Aladdin,1361728.0,70860.0,87.62,13787,1723,8,100.02,-0.01
25-05-2014,All The Way,1368240.0,-49238.0,106.61,9348,1422,8,82.17,2.54
25-05-2014,Beautiful: The Carole King Musical,1178736.0,26095.0,132.16,8243,1026,8,100.43,-0.35
25-05-2014,Bullets Over Broadway,1516040.0,-35350.0,88.2,10091,1630,8,77.39,0.16
25-05-2014,Cabaret,984920.0,100524.0,117.13,7140,893,8,99.94,3.87
25-05-2014,Casa Valentina,586096.0,4440.0,65.35,4242,644,8,82.34,1.32
25-05-2014,Chicago,994068.0,98778.0,83.2,7636,1080,8,88.38,16.26
25-05-2014,Cinderella,1613840.0,174913.0,77.83,11416,1751,8,81.5,14.25
25-05-2014,Hedwig and the Angry Inch,834413.0,-731.0,136.27,7210,1007,7,102.28,-0.06
25-05-2014,If/Then,1290160.0,106008.0,104.45,8796,1311,8,83.87,2.38
25-05-2014,Jersey Boys,1146588.0,43261.0,98.66,8305,1228,8,84.54,5.06
25-05-2014,Kinky Boots,1486772.0,30580.0,135.46,11408,1424,8,100.14,0.89
25-05-2014,Lady Day at Emerson's Bar and Grill,623450.0,-25861.0,114.17,4508,682,7,94.43,-3.94
25-05-2014,Les Misérables,1344604.0,-5642.0,104.26,10718,1409,8,95.09,0.18
25-05-2014,Mamma Mia!,1121208.0,43176.0,86.52,8218,1166,8,88.1,4.65
25-05-2014,Matilda The Musical,1274820.0,160653.0,97.45,11194,1432,8,97.71,6.89
25-05-2014,Mothers and Sons,767440.0,-81.0,64.9,3064,802,8,47.76,3.89
25-05-2014,Motown The Musical,1417100.0,-253.0,101.2,11113,1507,8,92.18,2.15
25-05-2014,Newsies,999144.0,59220.0,71.06,9113,1185,8,96.13,10.86
25-05-2014,Of Mice and Men,943977.0,-15792.0,101.91,8439,1073,8,98.31,-0.28
25-05-2014,Once,928638.0,34660.0,76.59,6863,1059,8,81.01,12.77
25-05-2014,Pippin,1049036.0,96454.0,93.34,7441,990,8,93.95,9.56
25-05-2014,Rock of Ages,535999.0,-4151.0,80.71,4045,583,8,86.73,0.0
25-05-2014,Rocky,1263088.0,-23118.0,81.22,8858,1516,8,73.04,-1.98
25-05-2014,The Book of Mormon,1442626.0,61305.0,198.19,8752,1066,8,102.63,0.0
25-05-2014,The Cripple of Inishmaan,970200.0,51031.0,89.5,6871,1073,8,80.04,4.15
25-05-2014,The Lion King,2153132.0,110196.0,147.5,13604,1700,8,100.03,0.54
25-05-2014,The Phantom of the Opera,1372931.0,175375.0,88.29,12893,1605,8,100.41,9.63
25-05-2014,The Realistic Joneses,716608.0,-15587.0,90.59,6345,872,8,90.95,-0.22
25-05-2014,Violet,771400.0,5903.0,78.34,5220,734,8,88.9,-0.1
25-05-2014,Wicked,1681127.0,126757.0,122.88,15316,1928,8,99.3,1.82
01-06-2014,A Gentleman's Guide to Love and Murder,892240.0,-20014.0,96.08,7296,907,8,100.55,-0.65
01-06-2014,A Raisin in the Sun,1093160.0,-13374.0,141.68,8368,1046,8,100.0,0.0
01-06-2014,Act One,1085920.0,-62808.0,71.46,5532,1084,8,63.79,-8.71
01-06-2014,After Midnight,995336.0,-90725.0,82.01,5901,1036,8,71.2,-11.99
01-06-2014,Aladdin,1361728.0,-11233.0,86.78,13790,1723,8,100.04,0.02
01-06-2014,All The Way,1368240.0,-83707.0,112.0,8151,1422,8,71.65,-10.52
01-06-2014,Beautiful: The Carole King Musical,1178736.0,-10065.0,131.18,8228,1026,8,100.24,-0.19
01-06-2014,Bullets Over Broadway,1516040.0,-171804.0,89.9,7989,1630,8,61.27,-16.12
01-06-2014,Cabaret,984920.0,-70973.0,108.93,7026,893,8,98.35,-1.59
01-06-2014,Casa Valentina,586096.0,-31422.0,62.79,3915,644,8,75.99,-6.35
01-06-2014,Chicago,994068.0,-123382.0,82.76,6185,1080,8,71.59,-16.79
01-06-2014,Cinderella,1613840.0,-134676.0,77.65,9708,1751,8,69.3,-12.2
01-06-2014,Hedwig and the Angry Inch,834413.0,-3232.0,135.78,7212,1007,7,102.31,0.03
01-06-2014,If/Then,1290160.0,-117508.0,90.59,8844,1311,8,84.32,0.45
01-06-2014,Jersey Boys,1146588.0,-123978.0,98.03,7094,1228,8,72.21,-12.33
01-06-2014,Kinky Boots,1486772.0,-186807.0,123.84,10970,1424,8,96.3,-3.84
01-06-2014,Lady Day at Emerson's Bar and Grill,623450.0,-22350.0,111.11,4431,682,7,92.82,-1.61
01-06-2014,Les Misérables,1344604.0,-159007.0,97.68,9812,1409,8,87.05,-8.04
01-06-2014,Mamma Mia!,1121208.0,-27719.0,86.08,7938,1166,8,85.1,-3.0
01-06-2014,Matilda The Musical,1274820.0,-141544.0,90.16,10529,1432,8,91.91,-5.8
01-06-2014,Mothers and Sons,767440.0,-39033.0,60.1,2659,802,8,41.44,-6.32
01-06-2014,Motown The Musical,1417100.0,-195476.0,98.1,9471,1507,8,78.56,-13.62
01-06-2014,Newsies,965202.0,-19856.0,73.21,8573,1185,8,90.43,-5.7
01-06-2014,Of Mice and Men,943977.0,-56719.0,98.2,8180,1073,8,95.29,-3.02
01-06-2014,Once,928638.0,-100325.0,80.51,5283,1059,8,62.36,-18.65
01-06-2014,Pippin,1049036.0,-206509.0,88.06,5542,990,8,69.97,-23.98
01-06-2014,Rock of Ages,535999.0,-35442.0,78.74,3696,583,8,79.25,-7.48
01-06-2014,Rocky,1263088.0,-66476.0,85.31,7654,1516,8,63.11,-9.93
01-06-2014,The Book of Mormon,1390976.0,-106178.0,186.06,8752,1066,8,102.63,0.0
01-06-2014,The Cripple of Inishmaan,970200.0,-112288.0,85.92,5850,1073,8,68.15,-11.89
01-06-2014,The Lion King,2041390.0,-47166.0,144.38,13572,1700,8,99.79,-0.24
01-06-2014,The Phantom of the Opera,1372931.0,-173419.0,84.82,11376,1605,8,88.6,-11.81
01-06-2014,The Realistic Joneses,716608.0,-142183.0,80.53,5372,872,8,77.01,-13.94
01-06-2014,Violet,771400.0,-43542.0,76.6,4770,734,8,81.23,-7.67
01-06-2014,Wicked,1681127.0,-77246.0,123.02,14670,1898,8,96.61,-2.69
08-06-2014,A Gentleman's Guide to Love and Murder,892240.0,32900.0,100.35,7313,907,8,100.79,0.24
08-06-2014,A Raisin in the Sun,1093160.0,40888.0,146.57,8368,1046,8,100.0,0.0
08-06-2014,Act One,1085920.0,43683.0,72.76,6034,1084,8,69.58,5.79
08-06-2014,After Midnight,995336.0,31332.0,82.62,6237,1036,8,75.25,4.05
08-06-2014,Aladdin,1402576.0,90233.0,93.37,13784,1723,8,100.0,-0.04
08-06-2014,All The Way,1368240.0,27635.0,117.78,7986,1422,8,70.2,-1.45
08-06-2014,Beautiful: The Carole King Musical,1178736.0,72763.0,139.6,8253,1026,8,100.55,0.31
08-06-2014,Bullets Over Broadway,1516040.0,13729.0,87.71,8345,1630,8,64.0,2.73
08-06-2014,Cabaret,984920.0,-3196.0,108.91,6998,893,8,97.96,-0.39
08-06-2014,Casa Valentina,586096.0,16413.0,65.28,4017,644,8,77.97,1.98
08-06-2014,Chicago,994068.0,-60109.0,78.81,5733,1080,8,66.35,-5.24
08-06-2014,Cinderella,1613840.0,45100.0,78.57,10169,1751,8,72.59,3.29
08-06-2014,Hedwig and the Angry Inch,829803.0,42465.0,141.51,7220,1007,7,102.43,0.12
08-06-2014,Holler If Ya Hear Me,784072.0,0.0,24.1,6182,1088,0,81.17,0.0
08-06-2014,If/Then,1290160.0,21170.0,94.32,8719,1311,8,83.13,-1.19
08-06-2014,Jersey Boys,1146588.0,20056.0,98.82,7240,1228,8,73.7,1.49
08-06-2014,Kinky Boots,1486772.0,15788.0,124.69,11022,1424,8,96.75,0.45
08-06-2014,Lady Day at Emerson's Bar and Grill,623450.0,-109396.0,96.43,3971,682,7,83.18,-9.64
08-06-2014,Les Misérables,1344604.0,31387.0,99.98,9900,1409,8,87.83,0.78
08-06-2014,Mamma Mia!,1121208.0,-89116.0,84.35,7045,1166,8,75.53,-9.57
08-06-2014,Matilda The Musical,1274820.0,18040.0,91.0,10630,1432,8,92.79,0.88
08-06-2014,Mothers and Sons,767440.0,38109.0,70.31,2815,802,8,43.87,2.43
08-06-2014,Motown The Musical,1417100.0,-21038.0,100.41,9044,1507,8,75.02,-3.54
08-06-2014,Newsies,980092.0,8545.0,74.78,8508,1185,8,89.75,-0.68
08-06-2014,Of Mice and Men,943977.0,-38499.0,96.39,7934,1073,8,92.43,-2.86
08-06-2014,Once,928638.0,-24401.0,80.75,4965,1059,8,58.6,-3.76
08-06-2014,Pippin,1049036.0,60045.0,90.92,6028,990,8,76.11,6.14
08-06-2014,Rock of Ages,535999.0,-12187.0,81.27,3431,583,8,73.56,-5.69
08-06-2014,Rocky,1258924.0,-34941.0,82.92,7453,1516,8,61.45,-1.66
08-06-2014,The Book of Mormon,1390976.0,-36161.0,182.31,8734,1066,8,102.42,-0.21
08-06-2014,The Cripple of Inishmaan,970200.0,44310.0,89.75,6094,1073,8,70.99,2.84
08-06-2014,The Lion King,1983730.0,-9801.0,144.45,13497,1700,8,99.24,-0.55
08-06-2014,The Phantom of the Opera,1372931.0,-95397.0,81.74,10637,1605,8,82.84,-5.76
08-06-2014,The Realistic Joneses,716608.0,-15043.0,85.32,4894,872,8,70.15,-6.86
08-06-2014,Violet,771400.0,11204.0,79.07,4763,734,8,81.11,-0.12
08-06-2014,Wicked,1681127.0,119543.0,126.64,15195,1928,8,98.52,1.91
15-06-2014,A Gentleman's Guide to Love and Murder,892240.0,117383.0,121.89,6984,907,8,96.25,-4.54
15-06-2014,A Raisin in the Sun,1093160.0,63973.0,154.21,8368,1046,8,100.0,0.0
15-06-2014,Act One,790920.0,-68585.0,71.76,5162,1084,6,79.37,9.79
15-06-2014,After Midnight,995336.0,52282.0,85.69,6624,1036,8,79.92,4.67
15-06-2014,Aladdin,1443424.0,45184.0,96.62,13788,1723,8,100.03,0.03
15-06-2014,All The Way,1368240.0,288909.0,128.9,9538,1422,8,83.84,13.64
15-06-2014,Beautiful: The Carole King Musical,1244416.0,17938.0,141.55,8266,1026,8,100.71,0.16
15-06-2014,Bullets Over Broadway,1516040.0,41161.0,89.73,8616,1630,8,66.07,2.07
15-06-2014,Cabaret,984920.0,-30940.0,111.06,6584,893,8,92.16,-5.8
15-06-2014,Casa Valentina,586096.0,-5952.0,66.79,3837,644,8,74.48,-3.49
15-06-2014,Chicago,994068.0,41158.0,81.09,6079,1080,8,70.36,4.01
15-06-2014,Cinderella,1613840.0,-38732.0,73.8,10301,1751,8,73.54,0.95
15-06-2014,Hedwig and the Angry Inch,834413.0,49917.0,148.51,7216,1007,7,102.37,-0.06
15-06-2014,Holler If Ya Hear Me,892728.0,14622.0,24.35,6719,1088,0,77.19,-3.98
15-06-2014,If/Then,1290160.0,-20300.0,92.81,8642,1311,8,82.4,-0.73
15-06-2014,Jersey Boys,1146588.0,105443.0,97.28,8439,1228,8,85.9,12.2
15-06-2014,Kinky Boots,1486772.0,-2304.0,125.77,10909,1424,8,95.76,-0.99
15-06-2014,Lady Day at Emerson's Bar and Grill,526740.0,74264.0,117.95,3876,682,6,94.72,11.54
15-06-2014,Les Misérables,1344604.0,48423.0,102.41,10138,1409,8,89.94,2.11
15-06-2014,Mamma Mia!,1121208.0,35623.0,83.97,7501,1166,8,80.41,4.88
15-06-2014,Matilda The Musical,1274820.0,79887.0,93.34,11219,1432,8,97.93,5.14
15-06-2014,Mothers and Sons,767440.0,-41804.0,55.4,2818,802,8,43.92,0.05
15-06-2014,Motown The Musical,1417100.0,83845.0,99.71,9948,1507,8,82.51,7.49
15-06-2014,Newsies,1049886.0,134309.0,84.98,9067,1185,8,95.64,5.89
15-06-2014,Of Mice and Men,943977.0,41869.0,99.29,8124,1073,8,94.64,2.21
15-06-2014,Once,928638.0,37574.0,78.91,5557,1059,8,65.59,6.99
15-06-2014,Pippin,1049036.0,17653.0,87.21,6487,990,8,81.91,5.8
15-06-2014,Rock of Ages,535999.0,1185.0,78.02,3589,583,8,76.95,3.39
15-06-2014,Rocky,1263688.0,143461.0,88.24,8629,1516,8,71.15,9.7
15-06-2014,The Book of Mormon,1390976.0,12258.0,183.33,8752,1066,8,102.63,0.21
15-06-2014,The Cripple of Inishmaan,970200.0,-31558.0,89.23,5776,1073,8,67.29,-3.7
15-06-2014,The Lion King,2109804.0,93959.0,150.31,13596,1700,8,99.97,0.73
15-06-2014,The Phantom of the Opera,1372931.0,114631.0,84.21,11686,1605,8,91.01,8.17
15-06-2014,The Realistic Joneses,716608.0,24737.0,88.09,5021,872,8,71.98,1.83
15-06-2014,Violet,771400.0,-33969.0,80.66,4248,734,8,72.34,-8.77
15-06-2014,Wicked,1681127.0,45555.0,128.99,15271,1928,8,99.01,0.49
22-06-2014,A Gentleman's Guide to Love and Murder,892240.0,50105.0,124.98,7212,907,8,99.39,3.14
22-06-2014,After Midnight,995336.0,82086.0,89.02,7298,1036,8,88.06,8.14
22-06-2014,Aladdin,1443424.0,-6150.0,96.14,13792,1723,8,100.06,0.03
22-06-2014,All The Way,1368240.0,195542.0,133.34,10687,1422,8,93.94,10.1
22-06-2014,Beautiful: The Carole King Musical,1285264.0,26483.0,144.86,8260,1026,8,100.63,-0.08
22-06-2014,Bullets Over Broadway,1516040.0,-16551.0,90.6,8351,1630,8,64.04,-2.03
22-06-2014,Cabaret,984920.0,22137.0,108.28,6957,893,8,97.38,5.22
22-06-2014,Casa Valentina,586096.0,-73413.0,49.46,3697,644,8,71.76,-2.72
22-06-2014,Chicago,994068.0,59325.0,80.68,6845,1080,8,79.22,8.86
22-06-2014,Cinderella,1613840.0,131657.0,76.75,11621,1751,8,82.96,9.42
22-06-2014,Hedwig and the Angry Inch,834413.0,-2192.0,148.33,7210,1007,7,102.28,-0.09
22-06-2014,Holler If Ya Hear Me,805439.0,7066.0,32.84,5196,1111,6,58.46,-18.73
22-06-2014,If/Then,1290160.0,71883.0,99.8,8757,1311,8,83.5,1.1
22-06-2014,Jersey Boys,1146588.0,80316.0,101.18,8907,1228,8,90.67,4.77
22-06-2014,Kinky Boots,1486772.0,22424.0,126.29,11042,1424,8,96.93,1.17
22-06-2014,Lady Day at Emerson's Bar and Grill,722920.0,117982.0,114.01,5045,682,8,92.47,-2.25
22-06-2014,Les Misérables,1344604.0,37563.0,103.72,10372,1409,8,92.02,2.08
22-06-2014,Mamma Mia!,1121208.0,69290.0,85.92,8137,1166,8,87.23,6.82
22-06-2014,Matilda The Musical,1274820.0,92170.0,98.79,11533,1432,8,100.67,2.74
22-06-2014,Mothers and Sons,767440.0,97672.0,65.02,3903,802,8,60.83,16.91
22-06-2014,Motown The Musical,1417100.0,69952.0,99.2,10705,1507,8,88.79,6.28
22-06-2014,Newsies,1063838.0,29370.0,85.1,9400,1185,8,99.16,3.52
22-06-2014,Of Mice and Men,943977.0,49357.0,101.78,8410,1073,8,97.97,3.33
22-06-2014,Once,928638.0,48945.0,80.62,6046,1059,8,71.36,5.77
22-06-2014,Pippin,1049036.0,70102.0,90.09,7058,990,8,89.12,7.21
22-06-2014,Rock of Ages,535999.0,61937.0,83.81,4080,583,8,87.48,10.53
22-06-2014,Rocky,1263688.0,-42088.0,87.79,8194,1516,8,67.56,-3.59
22-06-2014,The Book of Mormon,1390976.0,37170.0,187.58,8752,1066,8,102.63,0.0
22-06-2014,The Cripple of Inishmaan,970200.0,-12932.0,88.51,5677,1073,8,66.13,-1.16
22-06-2014,The Lion King,2145914.0,55225.0,154.31,13602,1700,8,100.02,0.05
22-06-2014,The Phantom of the Opera,1372931.0,46402.0,87.12,11828,1605,8,92.12,1.11
22-06-2014,The Realistic Joneses,716608.0,-23261.0,80.43,5210,872,8,74.68,2.7
22-06-2014,Violet,771400.0,239.0,79.83,4295,734,8,73.14,0.8
22-06-2014,Wicked,1681127.0,57520.0,131.44,15424,1928,8,100.0,0.99
29-06-2014,A Gentleman's Guide to Love and Murder,892240.0,26120.0,127.26,7288,907,8,100.44,1.05
29-06-2014,After Midnight,995336.0,118300.0,93.85,8183,1036,8,98.73,10.67
29-06-2014,Aladdin,1443424.0,176709.0,109.02,13784,1723,8,100.0,-0.06
29-06-2014,All The Way,1368240.0,198494.0,141.62,11464,1422,8,100.77,6.83
29-06-2014,Beautiful: The Carole King Musical,1284432.0,38806.0,149.61,8257,1026,8,100.6,-0.03
29-06-2014,Bullets Over Broadway,1516040.0,-153930.0,86.41,6974,1630,8,53.48,-10.56
29-06-2014,Cabaret,984920.0,-23598.0,109.39,6671,893,8,93.38,-4.0
29-06-2014,Casa Valentina,586096.0,52157.0,53.36,4404,644,8,85.48,13.72
29-06-2014,Chicago,994068.0,-35639.0,79.58,6492,1080,8,75.14,-4.08
29-06-2014,Cinderella,1613840.0,34808.0,78.63,11785,1751,8,84.13,1.17
29-06-2014,Hedwig and the Angry Inch,834413.0,-429.0,148.23,7212,1007,7,102.31,0.03
29-06-2014,Holler If Ya Hear Me,917016.0,-11081.0,44.96,3549,1111,8,39.93,-18.53
29-06-2014,If/Then,1290160.0,13914.0,95.83,9265,1311,8,88.34,4.84
29-06-2014,Jersey Boys,1146588.0,8245.0,101.5,8960,1228,8,91.21,0.54
29-06-2014,Kinky Boots,1486772.0,-11755.0,125.02,11060,1424,8,97.09,0.16
29-06-2014,Lady Day at Emerson's Bar and Grill,634260.0,-37648.0,119.85,4485,682,7,93.95,1.48
29-06-2014,Les Misérables,1344604.0,-16465.0,104.17,10169,1409,8,90.21,-1.81
29-06-2014,Mamma Mia!,1121208.0,-3530.0,85.74,8113,1166,8,86.97,-0.26
29-06-2014,Matilda The Musical,1274820.0,37118.0,102.27,11504,1432,8,100.42,-0.25
29-06-2014,Motown The Musical,1417100.0,-69359.0,96.73,10261,1507,8,85.11,-3.68
29-06-2014,Newsies,1075914.0,-6154.0,86.19,9209,1185,8,97.14,-2.02
29-06-2014,Of Mice and Men,943977.0,-15977.0,100.85,8329,1073,8,97.03,-0.94
29-06-2014,Once,922885.0,-7941.0,78.87,6080,1059,8,71.77,0.41
29-06-2014,Pippin,1049036.0,-8157.0,88.33,7106,990,8,89.72,0.6
29-06-2014,Rock of Ages,535999.0,-22916.0,80.77,3950,583,8,84.69,-2.79
29-06-2014,Rocky,1263688.0,-8031.0,86.28,8244,1516,8,67.97,0.41
29-06-2014,The Book of Mormon,1390976.0,16961.0,189.52,8752,1066,8,102.63,0.0
